task_id,manager_id,manager_name,team,channel,priority,requires_login,target_category,query,agent_prompt,output_path_hint,evidence_policy
agent_reach_belgium_garcia_youtube_breakdowns,belgium_garcia,Rudi Garcia,Belgium,youtube_breakdowns,3,False,external_views,Belgium Rudi Garcia tactical breakdown video analysis,"Use Agent-Reach to research Rudi Garcia (Belgium) for the World Cup project.
Channel: youtube_breakdowns. Query: Belgium Rudi Garcia tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/belgium_garcia/.
Each Markdown file must start with these metadata lines:
manager_id: belgium_garcia
manager_name: Rudi Garcia
team: Belgium
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/belgium_garcia/,Use captions/transcripts when available; cite the video URL.
agent_reach_belgium_garcia_github_and_open_data,belgium_garcia,Rudi Garcia,Belgium,github_and_open_data,4,False,decision_records,Belgium football open data lineups formations substitutions Rudi Garcia,"Use Agent-Reach to research Rudi Garcia (Belgium) for the World Cup project.
Channel: github_and_open_data. Query: Belgium football open data lineups formations substitutions Rudi Garcia
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/belgium_garcia/.
Each Markdown file must start with these metadata lines:
manager_id: belgium_garcia
manager_name: Rudi Garcia
team: Belgium
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/belgium_garcia/,Prefer structured public data and transparent match records.
agent_reach_egypt_hassan_web_tactical_reports,egypt_hassan,Hossam Hassan,Egypt,web_tactical_reports,1,False,tactical_reports,Hossam Hassan Egypt tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Hossam Hassan (Egypt) for the World Cup project.
Channel: web_tactical_reports. Query: Hossam Hassan Egypt tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/egypt_hassan/.
Each Markdown file must start with these metadata lines:
manager_id: egypt_hassan
manager_name: Hossam Hassan
team: Egypt
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/egypt_hassan/,Core recurring tactical evidence from public tactical reports.
agent_reach_egypt_hassan_press_conferences,egypt_hassan,Hossam Hassan,Egypt,press_conferences,2,False,press_conferences,Hossam Hassan Egypt press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Hossam Hassan (Egypt) for the World Cup project.
Channel: press_conferences. Query: Hossam Hassan Egypt press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/egypt_hassan/.
Each Markdown file must start with these metadata lines:
manager_id: egypt_hassan
manager_name: Hossam Hassan
team: Egypt
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/egypt_hassan/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_egypt_hassan_youtube_breakdowns,egypt_hassan,Hossam Hassan,Egypt,youtube_breakdowns,3,False,external_views,Egypt Hossam Hassan tactical breakdown video analysis,"Use Agent-Reach to research Hossam Hassan (Egypt) for the World Cup project.
Channel: youtube_breakdowns. Query: Egypt Hossam Hassan tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/egypt_hassan/.
Each Markdown file must start with these metadata lines:
manager_id: egypt_hassan
manager_name: Hossam Hassan
team: Egypt
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/egypt_hassan/,Use captions/transcripts when available; cite the video URL.
agent_reach_egypt_hassan_github_and_open_data,egypt_hassan,Hossam Hassan,Egypt,github_and_open_data,4,False,decision_records,Egypt football open data lineups formations substitutions Hossam Hassan,"Use Agent-Reach to research Hossam Hassan (Egypt) for the World Cup project.
Channel: github_and_open_data. Query: Egypt football open data lineups formations substitutions Hossam Hassan
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/egypt_hassan/.
Each Markdown file must start with these metadata lines:
manager_id: egypt_hassan
manager_name: Hossam Hassan
team: Egypt
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/egypt_hassan/,Prefer structured public data and transparent match records.
agent_reach_iran_ghalenoei_web_tactical_reports,iran_ghalenoei,Amir Ghalenoei,IR Iran,web_tactical_reports,1,False,tactical_reports,Amir Ghalenoei IR Iran tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Amir Ghalenoei (IR Iran) for the World Cup project.
Channel: web_tactical_reports. Query: Amir Ghalenoei IR Iran tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/.
Each Markdown file must start with these metadata lines:
manager_id: iran_ghalenoei
manager_name: Amir Ghalenoei
team: IR Iran
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/,Core recurring tactical evidence from public tactical reports.
agent_reach_iran_ghalenoei_press_conferences,iran_ghalenoei,Amir Ghalenoei,IR Iran,press_conferences,2,False,press_conferences,Amir Ghalenoei IR Iran press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Amir Ghalenoei (IR Iran) for the World Cup project.
Channel: press_conferences. Query: Amir Ghalenoei IR Iran press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/.
Each Markdown file must start with these metadata lines:
manager_id: iran_ghalenoei
manager_name: Amir Ghalenoei
team: IR Iran
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_iran_ghalenoei_youtube_breakdowns,iran_ghalenoei,Amir Ghalenoei,IR Iran,youtube_breakdowns,3,False,external_views,IR Iran Amir Ghalenoei tactical breakdown video analysis,"Use Agent-Reach to research Amir Ghalenoei (IR Iran) for the World Cup project.
Channel: youtube_breakdowns. Query: IR Iran Amir Ghalenoei tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/.
Each Markdown file must start with these metadata lines:
manager_id: iran_ghalenoei
manager_name: Amir Ghalenoei
team: IR Iran
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/,Use captions/transcripts when available; cite the video URL.
agent_reach_iran_ghalenoei_github_and_open_data,iran_ghalenoei,Amir Ghalenoei,IR Iran,github_and_open_data,4,False,decision_records,IR Iran football open data lineups formations substitutions Amir Ghalenoei,"Use Agent-Reach to research Amir Ghalenoei (IR Iran) for the World Cup project.
Channel: github_and_open_data. Query: IR Iran football open data lineups formations substitutions Amir Ghalenoei
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/.
Each Markdown file must start with these metadata lines:
manager_id: iran_ghalenoei
manager_name: Amir Ghalenoei
team: IR Iran
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/iran_ghalenoei/,Prefer structured public data and transparent match records.
agent_reach_new_zealand_bazeley_web_tactical_reports,new_zealand_bazeley,Darren Bazeley,New Zealand,web_tactical_reports,1,False,tactical_reports,Darren Bazeley New Zealand tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Darren Bazeley (New Zealand) for the World Cup project.
Channel: web_tactical_reports. Query: Darren Bazeley New Zealand tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/.
Each Markdown file must start with these metadata lines:
manager_id: new_zealand_bazeley
manager_name: Darren Bazeley
team: New Zealand
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/,Core recurring tactical evidence from public tactical reports.
agent_reach_new_zealand_bazeley_press_conferences,new_zealand_bazeley,Darren Bazeley,New Zealand,press_conferences,2,False,press_conferences,Darren Bazeley New Zealand press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Darren Bazeley (New Zealand) for the World Cup project.
Channel: press_conferences. Query: Darren Bazeley New Zealand press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/.
Each Markdown file must start with these metadata lines:
manager_id: new_zealand_bazeley
manager_name: Darren Bazeley
team: New Zealand
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_new_zealand_bazeley_youtube_breakdowns,new_zealand_bazeley,Darren Bazeley,New Zealand,youtube_breakdowns,3,False,external_views,New Zealand Darren Bazeley tactical breakdown video analysis,"Use Agent-Reach to research Darren Bazeley (New Zealand) for the World Cup project.
Channel: youtube_breakdowns. Query: New Zealand Darren Bazeley tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/.
Each Markdown file must start with these metadata lines:
manager_id: new_zealand_bazeley
manager_name: Darren Bazeley
team: New Zealand
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/,Use captions/transcripts when available; cite the video URL.
agent_reach_new_zealand_bazeley_github_and_open_data,new_zealand_bazeley,Darren Bazeley,New Zealand,github_and_open_data,4,False,decision_records,New Zealand football open data lineups formations substitutions Darren Bazeley,"Use Agent-Reach to research Darren Bazeley (New Zealand) for the World Cup project.
Channel: github_and_open_data. Query: New Zealand football open data lineups formations substitutions Darren Bazeley
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/.
Each Markdown file must start with these metadata lines:
manager_id: new_zealand_bazeley
manager_name: Darren Bazeley
team: New Zealand
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/new_zealand_bazeley/,Prefer structured public data and transparent match records.
agent_reach_cabo_verde_bubista_web_tactical_reports,cabo_verde_bubista,Bubista,Cabo Verde,web_tactical_reports,1,False,tactical_reports,Bubista Cabo Verde tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Bubista (Cabo Verde) for the World Cup project.
Channel: web_tactical_reports. Query: Bubista Cabo Verde tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/.
Each Markdown file must start with these metadata lines:
manager_id: cabo_verde_bubista
manager_name: Bubista
team: Cabo Verde
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/,Core recurring tactical evidence from public tactical reports.
agent_reach_cabo_verde_bubista_press_conferences,cabo_verde_bubista,Bubista,Cabo Verde,press_conferences,2,False,press_conferences,Bubista Cabo Verde press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Bubista (Cabo Verde) for the World Cup project.
Channel: press_conferences. Query: Bubista Cabo Verde press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/.
Each Markdown file must start with these metadata lines:
manager_id: cabo_verde_bubista
manager_name: Bubista
team: Cabo Verde
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_cabo_verde_bubista_youtube_breakdowns,cabo_verde_bubista,Bubista,Cabo Verde,youtube_breakdowns,3,False,external_views,Cabo Verde Bubista tactical breakdown video analysis,"Use Agent-Reach to research Bubista (Cabo Verde) for the World Cup project.
Channel: youtube_breakdowns. Query: Cabo Verde Bubista tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/.
Each Markdown file must start with these metadata lines:
manager_id: cabo_verde_bubista
manager_name: Bubista
team: Cabo Verde
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/,Use captions/transcripts when available; cite the video URL.
agent_reach_cabo_verde_bubista_github_and_open_data,cabo_verde_bubista,Bubista,Cabo Verde,github_and_open_data,4,False,decision_records,Cabo Verde football open data lineups formations substitutions Bubista,"Use Agent-Reach to research Bubista (Cabo Verde) for the World Cup project.
Channel: github_and_open_data. Query: Cabo Verde football open data lineups formations substitutions Bubista
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/.
Each Markdown file must start with these metadata lines:
manager_id: cabo_verde_bubista
manager_name: Bubista
team: Cabo Verde
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/cabo_verde_bubista/,Prefer structured public data and transparent match records.
agent_reach_saudi_arabia_donis_web_tactical_reports,saudi_arabia_donis,Georgios Donis,Saudi Arabia,web_tactical_reports,1,False,tactical_reports,Georgios Donis Saudi Arabia tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Georgios Donis (Saudi Arabia) for the World Cup project.
Channel: web_tactical_reports. Query: Georgios Donis Saudi Arabia tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/.
Each Markdown file must start with these metadata lines:
manager_id: saudi_arabia_donis
manager_name: Georgios Donis
team: Saudi Arabia
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/,Core recurring tactical evidence from public tactical reports.
agent_reach_saudi_arabia_donis_press_conferences,saudi_arabia_donis,Georgios Donis,Saudi Arabia,press_conferences,2,False,press_conferences,Georgios Donis Saudi Arabia press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Georgios Donis (Saudi Arabia) for the World Cup project.
Channel: press_conferences. Query: Georgios Donis Saudi Arabia press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/.
Each Markdown file must start with these metadata lines:
manager_id: saudi_arabia_donis
manager_name: Georgios Donis
team: Saudi Arabia
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_saudi_arabia_donis_youtube_breakdowns,saudi_arabia_donis,Georgios Donis,Saudi Arabia,youtube_breakdowns,3,False,external_views,Saudi Arabia Georgios Donis tactical breakdown video analysis,"Use Agent-Reach to research Georgios Donis (Saudi Arabia) for the World Cup project.
Channel: youtube_breakdowns. Query: Saudi Arabia Georgios Donis tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/.
Each Markdown file must start with these metadata lines:
manager_id: saudi_arabia_donis
manager_name: Georgios Donis
team: Saudi Arabia
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/,Use captions/transcripts when available; cite the video URL.
agent_reach_saudi_arabia_donis_github_and_open_data,saudi_arabia_donis,Georgios Donis,Saudi Arabia,github_and_open_data,4,False,decision_records,Saudi Arabia football open data lineups formations substitutions Georgios Donis,"Use Agent-Reach to research Georgios Donis (Saudi Arabia) for the World Cup project.
Channel: github_and_open_data. Query: Saudi Arabia football open data lineups formations substitutions Georgios Donis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/.
Each Markdown file must start with these metadata lines:
manager_id: saudi_arabia_donis
manager_name: Georgios Donis
team: Saudi Arabia
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/saudi_arabia_donis/,Prefer structured public data and transparent match records.
agent_reach_spain_de_la_fuente_web_tactical_reports,spain_de_la_fuente,Luis de la Fuente,Spain,web_tactical_reports,1,False,tactical_reports,Luis de la Fuente Spain tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Luis de la Fuente (Spain) for the World Cup project.
Channel: web_tactical_reports. Query: Luis de la Fuente Spain tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/.
Each Markdown file must start with these metadata lines:
manager_id: spain_de_la_fuente
manager_name: Luis de la Fuente
team: Spain
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/,Core recurring tactical evidence from public tactical reports.
agent_reach_spain_de_la_fuente_press_conferences,spain_de_la_fuente,Luis de la Fuente,Spain,press_conferences,2,False,press_conferences,Luis de la Fuente Spain press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Luis de la Fuente (Spain) for the World Cup project.
Channel: press_conferences. Query: Luis de la Fuente Spain press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/.
Each Markdown file must start with these metadata lines:
manager_id: spain_de_la_fuente
manager_name: Luis de la Fuente
team: Spain
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_spain_de_la_fuente_youtube_breakdowns,spain_de_la_fuente,Luis de la Fuente,Spain,youtube_breakdowns,3,False,external_views,Spain Luis de la Fuente tactical breakdown video analysis,"Use Agent-Reach to research Luis de la Fuente (Spain) for the World Cup project.
Channel: youtube_breakdowns. Query: Spain Luis de la Fuente tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/.
Each Markdown file must start with these metadata lines:
manager_id: spain_de_la_fuente
manager_name: Luis de la Fuente
team: Spain
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/,Use captions/transcripts when available; cite the video URL.
agent_reach_spain_de_la_fuente_github_and_open_data,spain_de_la_fuente,Luis de la Fuente,Spain,github_and_open_data,4,False,decision_records,Spain football open data lineups formations substitutions Luis de la Fuente,"Use Agent-Reach to research Luis de la Fuente (Spain) for the World Cup project.
Channel: github_and_open_data. Query: Spain football open data lineups formations substitutions Luis de la Fuente
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/.
Each Markdown file must start with these metadata lines:
manager_id: spain_de_la_fuente
manager_name: Luis de la Fuente
team: Spain
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/spain_de_la_fuente/,Prefer structured public data and transparent match records.
agent_reach_uruguay_bielsa_web_tactical_reports,uruguay_bielsa,Marcelo Bielsa,Uruguay,web_tactical_reports,1,False,tactical_reports,Marcelo Bielsa Uruguay tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Marcelo Bielsa (Uruguay) for the World Cup project.
Channel: web_tactical_reports. Query: Marcelo Bielsa Uruguay tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/.
Each Markdown file must start with these metadata lines:
manager_id: uruguay_bielsa
manager_name: Marcelo Bielsa
team: Uruguay
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/,Core recurring tactical evidence from public tactical reports.
agent_reach_uruguay_bielsa_press_conferences,uruguay_bielsa,Marcelo Bielsa,Uruguay,press_conferences,2,False,press_conferences,Marcelo Bielsa Uruguay press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Marcelo Bielsa (Uruguay) for the World Cup project.
Channel: press_conferences. Query: Marcelo Bielsa Uruguay press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/.
Each Markdown file must start with these metadata lines:
manager_id: uruguay_bielsa
manager_name: Marcelo Bielsa
team: Uruguay
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_uruguay_bielsa_youtube_breakdowns,uruguay_bielsa,Marcelo Bielsa,Uruguay,youtube_breakdowns,3,False,external_views,Uruguay Marcelo Bielsa tactical breakdown video analysis,"Use Agent-Reach to research Marcelo Bielsa (Uruguay) for the World Cup project.
Channel: youtube_breakdowns. Query: Uruguay Marcelo Bielsa tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/.
Each Markdown file must start with these metadata lines:
manager_id: uruguay_bielsa
manager_name: Marcelo Bielsa
team: Uruguay
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/,Use captions/transcripts when available; cite the video URL.
agent_reach_uruguay_bielsa_github_and_open_data,uruguay_bielsa,Marcelo Bielsa,Uruguay,github_and_open_data,4,False,decision_records,Uruguay football open data lineups formations substitutions Marcelo Bielsa,"Use Agent-Reach to research Marcelo Bielsa (Uruguay) for the World Cup project.
Channel: github_and_open_data. Query: Uruguay football open data lineups formations substitutions Marcelo Bielsa
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/.
Each Markdown file must start with these metadata lines:
manager_id: uruguay_bielsa
manager_name: Marcelo Bielsa
team: Uruguay
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uruguay_bielsa/,Prefer structured public data and transparent match records.
agent_reach_france_deschamps_web_tactical_reports,france_deschamps,Didier Deschamps,France,web_tactical_reports,1,False,tactical_reports,Didier Deschamps France tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Didier Deschamps (France) for the World Cup project.
Channel: web_tactical_reports. Query: Didier Deschamps France tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/france_deschamps/.
Each Markdown file must start with these metadata lines:
manager_id: france_deschamps
manager_name: Didier Deschamps
team: France
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/france_deschamps/,Core recurring tactical evidence from public tactical reports.
agent_reach_france_deschamps_press_conferences,france_deschamps,Didier Deschamps,France,press_conferences,2,False,press_conferences,Didier Deschamps France press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Didier Deschamps (France) for the World Cup project.
Channel: press_conferences. Query: Didier Deschamps France press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/france_deschamps/.
Each Markdown file must start with these metadata lines:
manager_id: france_deschamps
manager_name: Didier Deschamps
team: France
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/france_deschamps/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_france_deschamps_youtube_breakdowns,france_deschamps,Didier Deschamps,France,youtube_breakdowns,3,False,external_views,France Didier Deschamps tactical breakdown video analysis,"Use Agent-Reach to research Didier Deschamps (France) for the World Cup project.
Channel: youtube_breakdowns. Query: France Didier Deschamps tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/france_deschamps/.
Each Markdown file must start with these metadata lines:
manager_id: france_deschamps
manager_name: Didier Deschamps
team: France
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/france_deschamps/,Use captions/transcripts when available; cite the video URL.
agent_reach_france_deschamps_github_and_open_data,france_deschamps,Didier Deschamps,France,github_and_open_data,4,False,decision_records,France football open data lineups formations substitutions Didier Deschamps,"Use Agent-Reach to research Didier Deschamps (France) for the World Cup project.
Channel: github_and_open_data. Query: France football open data lineups formations substitutions Didier Deschamps
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/france_deschamps/.
Each Markdown file must start with these metadata lines:
manager_id: france_deschamps
manager_name: Didier Deschamps
team: France
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/france_deschamps/,Prefer structured public data and transparent match records.
agent_reach_iraq_arnold_web_tactical_reports,iraq_arnold,Graham Arnold,Iraq,web_tactical_reports,1,False,tactical_reports,Graham Arnold Iraq tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Graham Arnold (Iraq) for the World Cup project.
Channel: web_tactical_reports. Query: Graham Arnold Iraq tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/iraq_arnold/.
Each Markdown file must start with these metadata lines:
manager_id: iraq_arnold
manager_name: Graham Arnold
team: Iraq
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/iraq_arnold/,Core recurring tactical evidence from public tactical reports.
